PLAYER_NAME;POSICIÓN;YEAR;AGE;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;DD2;TD3;DEF_RATING;DREB_PCT;PCT_DREB;PCT_STL;PCT_BLK;OPP_PTS_OFF_TOV;OPP_PTS_2ND_CHANCE;OPP_PTS_FB;OPP_PTS_PAINT;DEF_WS
Sam Cassell;PG;2002;32;74;39;35;0,527;35,2;7,5;16,2;0,463;1;2,8;0,348;3,8;4,4;0,86;0,7;3,5;4,2;6,7;2,4;1,2;0,2;0,5;2,8;0;19,7;1,5;11;0;104,4;0,095;0,151;0,23;0,043;11,1;9,9;9,4;27,6;0,078
Sam Mack;SF;2002;32;12;2;10;0,167;13,4;1,2;4,1;0,286;0,6;2,3;0,25;0,4;0,6;0,714;0,2;1;1,2;0,3;0,6;0,4;0,1;0,1;1,4;0;3,3;0,9;0;0;91,3;0,072;0,126;0,25;0,056;4,7;3,8;2,8;9,5;0,089
Sam Mitchell;SF;2002;38;74;47;27;0,635;9,8;1,3;3,1;0,432;0,1;0,5;0,286;0,5;0,7;0,776;0,2;0,9;1,1;0,6;0,4;0,2;0,1;0,2;1,1;0;3,3;0,5;0;0;100,6;0,09;0,141;0,115;0,061;3;2,7;2,2;7,7;0,035
Samaki Walker;PF;2002;26;69;48;21;0,696;24;2,7;5,3;0,512;0;0;0;1,2;1,9;0,667;1,9;5,1;7;0,9;0,8;0,4;1,3;0,7;2,5;0;6,7;0,6;8;0;101,7;0,203;0,33;0,112;0,406;7,3;7,6;6,4;20,6;0,073
Samuel Dalembert;C;2002;22;34;18;16;0,529;5,2;0,6;1,5;0,44;0;0;0;0,2;0,5;0,389;0,7;1,3;2;0,1;0,4;0,2;0,4;0,1;0,9;0;1,5;-0,6;0;0;99,7;0,25;0,394;0,154;0,722;2;1,8;1,4;4,5;0,021
Scot Pollard;C;2002;27;80;59;21;0,738;23,5;2,5;4,5;0,55;0;0;0;1,4;2,1;0,693;2,4;4,7;7,1;0,7;0,9;0,9;1;0,6;2,5;0;6,4;3,8;7;0;97,9;0,191;0,296;0,208;0,429;6,7;6,7;5,8;19,3;0,099
Scott Padgett;PF;2002;26;75;40;35;0,533;17,2;2,5;5,3;0,476;0,7;1,5;0,434;1;1,4;0,735;1,5;2,3;3,8;1,1;0,9;0,6;0,2;0,5;1,9;0;6,7;0,9;2;0;99,8;0,139;0,218;0,186;0,089;6,1;4,9;4,3;12,2;0,064
Scott Williams;PF;2002;34;41;11;30;0,268;17,9;2,1;5,3;0,396;0;0;0;0,7;1;0,732;2;3,1;5,1;0,3;0,9;0,4;0,8;0,4;2,4;0;4,9;-4,1;2;0;105,7;0,175;0,287;0,167;0,327;6,2;5,5;5,8;14;0,032
Scottie Pippen;PF;2002;36;62;39;23;0,629;32,2;4;9,7;0,411;0,9;2,9;0,305;1,8;2,4;0,774;1,2;3,9;5,2;5,9;2,8;1,6;0,6;0,4;2,6;0;10,6;1,5;11;0;102,5;0,131;0,194;0,281;0,186;10,4;8,2;9,7;25,7;0,092
Sean Marks;C;2002;26;21;7;14;0,333;15,2;1,8;4,2;0,432;0;0;0;1;1,6;0,588;0,9;2,7;3,6;0,4;0,9;0,2;0,5;0,3;1,9;0;4,6;-2,1;1;0;95,5;0,177;0,277;0,114;0,286;6,5;3,7;4;10,9;0,078
Sean Rooks;C;2002;32;61;28;33;0,459;12;1,3;3,2;0,418;0;0;0;0,3;0,5;0,724;0,5;1,5;2;0,4;0,3;0,2;0,3;0,1;1,9;0;3;0;0;0;100,9;0,123;0,212;0,119;0,253;3,5;3,8;1,7;9,1;0,04
Shammond Williams;SG;2002;27;50;26;24;0,52;12,1;1,6;3,9;0,42;0,6;1,5;0,373;0,6;0,8;0,795;0,3;0,9;1,3;1,7;0,7;0,4;0;0,2;0,7;0;4,4;0;0;0;105;0,082;0,14;0,204;0,038;4,7;4,2;3,3;9,2;0,024
Shandon Anderson;SG;2002;28;82;30;52;0,366;19,5;1,8;4,5;0,399;0,5;1,7;0,277;0,9;1,3;0,692;0,7;2,3;3;0,9;1,2;0,6;0,2;0,3;1,6;0;5;-1,7;0;0;98,9;0,12;0,193;0,198;0,134;7,5;5,3;4,2;13,9;0,077
Shane Battier;SF;2002;23;78;23;55;0,295;39,7;5,3;12,3;0,429;1,3;3,5;0,373;2,5;3,6;0,7;2,3;3,1;5,4;2,8;2;1,6;1;0,9;2,8;0,1;14,4;-3,7;3;0;102,6;0,078;0,124;0,235;0,211;13,9;11,2;11,2;34,7;0,11
Shaquille O'Neal;SF;2002;30;67;51;16;0,761;36,1;10,6;18,3;0,579;0;0;0;5,9;10,7;0,555;3,5;7,2;10,7;3;2,6;0,6;2;0,8;3;0;27,2;8,5;40;0;98,6;0,189;0,288;0,108;0,477;10,4;10,4;8,1;25,5;0,146
Shareef Abdur-Rahim;PF;2002;25;77;32;45;0,416;38,7;7,8;16,8;0,461;0,3;0,9;0,3;5,4;6,8;0,801;2,6;6,5;9;3,1;3,2;1,3;1,1;1,5;2,8;0;21,2;-2,9;32;0;103,8;0,171;0,269;0,199;0,285;14;11;13,4;33;0,092
Shawn Bradley;C;2002;30;53;34;19;0,642;14,3;1,5;3,1;0,479;0;0;0;1,1;1,2;0,922;1;2,3;3,3;0,4;0,5;0,5;1,2;0,4;2,4;0,1;4,1;0,8;0;0;99,4;0,156;0,253;0,23;0,744;4;4,3;4,8;10,9;0,054
Shawn Kemp;PF;2002;32;75;44;31;0,587;16,5;2,3;5,4;0,43;0;0,1;0;1,4;1,7;0,794;1,2;2,6;3,8;0,7;1,1;0,6;0,4;0,6;2,5;0;6,1;-0,2;6;0;101,7;0,177;0,275;0,183;0,3;5,2;3,9;4,5;12,8;0,051
Shawn Marion;SF;2002;24;81;36;45;0,444;38,4;8,1;17,2;0,469;0,6;1,5;0,393;2,4;2,8;0,845;2,6;7,3;9,9;2;1,8;1,8;1,1;0,8;2,6;0;19,1;-0,1;43;0;101,7;0,19;0,309;0,282;0,263;12,6;11,4;9,3;30,4;0,118
Shawnelle Scott;C;2002;30;21;7;14;0,333;11,9;1,8;3,6;0,493;0;0;0;0,4;1;0,4;2,5;2,4;4,9;0,4;0,7;0,1;0,3;0,4;2,3;0;3,9;-1,3;0;0;100,2;0,195;0,311;0,083;0,2;3,1;3,5;4,6;9,5;0,043
Slava Medvedenko;C;2002;23;71;50;21;0,704;10,2;2;4,3;0,477;0;0,1;0;0,6;0,9;0,661;1,2;1;2,2;0,6;0,6;0,4;0,2;0,3;1,7;0;4,7;1,1;0;0;96,4;0,097;0,163;0,207;0,157;2,8;3,9;2,5;8,6;0,05
Speedy Claxton;PG;2002;24;67;36;31;0,537;22,8;2,7;6,7;0,4;0,1;0,5;0,121;1,7;2;0,838;0,7;1,7;2,4;3;1,4;1,4;0,1;0,7;2,2;0;7,2;-0,4;0;0;97,3;0,077;0,122;0,315;0,039;7,5;6,3;6,1;16,1;0,104
Stacey Augmon;SG;2002;33;77;42;35;0,545;17,1;1,8;4,3;0,429;0;0;0;1;1,3;0,762;0,8;2,2;2,9;1,3;0,7;0,7;0,2;0,2;1,5;0;4,7;1,4;0;0;96,8;0,122;0,191;0,251;0,074;5,1;4,8;3,7;12,3;0,079
Stephen Jackson;SF;2002;24;23;14;9;0,609;9,8;1,5;4;0,374;0,4;1,6;0,25;0,5;0,7;0,706;0,1;1;1,1;0,5;1;0,7;0,1;0,2;1,3;0;3,9;-0,8;0;0;95,1;0,095;0,164;0,319;0,1;3,4;3;2;6,2;0,053
Stephon Marbury;PG;2002;25;82;36;46;0,439;38,9;7,6;17,2;0,442;0,9;3;0,286;4,3;5,5;0,781;0,9;2,3;3,2;8,1;3,5;0,9;0,2;1,1;2,3;0;20,4;-1,2;29;0;103,1;0,061;0,1;0,144;0,04;13;12;9,2;31;0,102
Steve Francis;PG;2002;25;57;26;31;0,456;41,1;7,4;17,7;0,417;1,2;3,7;0,324;5,7;7,4;0,773;1,8;5,2;7;6,4;3,9;1,2;0,4;1,2;3;0;21,6;-0,9;14;2;105,7;0,128;0,205;0,223;0,091;13,2;12,4;9,7;34,6;0,074
Steve Goodrich;SF;2002;26;9;7;2;0,778;5,5;0,2;1,1;0,2;0;0;0;0,1;0,2;0,5;0,1;0,4;0,6;0,6;0,3;0,1;0,2;0,4;1,1;0;0,6;-1;0;0;96,8;0,078;0,133;0,111;0,25;1,1;2,4;0,4;5,1;0,025
Steve Kerr;PG;2002;36;65;32;33;0,492;11,9;1,6;3,3;0,47;0,4;1;0,394;0,6;0,6;0,975;0,1;0,8;0,9;1;0,4;0,2;0;0;0,8;0;4,1;1;0;0;98,4;0,07;0,114;0,097;0,012;3,7;3,1;3;8,5;0,05
Steve Nash;PG;2002;28;82;57;25;0,695;34,6;6,4;13,3;0,483;1,9;4,2;0,455;3,2;3,6;0,887;0,6;2,5;3,1;7,7;2,8;0,6;0;0,5;2;0;17,9;3,8;20;0;105,2;0,07;0,11;0,132;0,014;10;11,3;9,9;31,9;0,067
Steven Hunter;C;2002;20;53;27;26;0,509;9,7;1,3;2,8;0,456;0;0;0;1;1,8;0,585;0,8;1,1;1,8;0,1;0,3;0,1;0,8;0,4;1,5;0;3,6;-1,9;0;0;103,6;0,102;0,161;0,081;0,614;3;3,2;3,5;9;0,025
Steven Smith;C;2002;33;77;53;24;0,688;28,7;4;8,9;0,455;1,5;3,2;0,472;2,1;2,4;0,878;0,6;1,9;2,5;2;1,4;0,7;0,2;0,4;2,1;0;11,6;3,8;0;0;98,8;0,067;0,106;0,151;0,048;9;8,5;7,8;22,7;0,114
Stromile Swift;PF;2002;22;68;19;49;0,279;26,5;4,3;9;0,48;0;0;0;3,2;4,5;0,711;2,4;4;6,3;0,7;1,8;0,8;1,7;1;2,6;0;11,8;-4,5;10;0;103,7;0,143;0,244;0,18;0,465;10,2;8,7;7,6;23,9;0,065
Tang Hamilton;SF;2002;24;9;1;8;0,111;10,9;1,1;2,1;0,526;0;0,1;0;0;0,1;0;0,7;1,3;2;0,6;0,2;0,4;0;0,1;1,1;0;2,2;-0,3;0;0;91,3;0,125;0,211;0,25;0;4,1;3,2;2,4;6,9;0,07
Tariq Abdul-Wahad;SG;2002;27;24;12;12;0,5;18,4;2,3;6,1;0,374;0;0,1;0,5;1;1,4;0,727;1,7;1,8;3,5;1;1,1;0,8;0,4;0,8;2,3;0;5,6;-2,2;0;0;105,3;0,104;0,166;0,26;0,233;5,5;5,1;5,3;14,9;0,035
Terence Morris;SF;2002;23;68;23;45;0,338;16,4;1,6;4,3;0,384;0,2;1,1;0,192;0,3;0,4;0,643;1,1;2;3,1;0,9;0,7;0,3;0,4;0,3;1,1;0;3,8;-3,1;2;0;107,7;0,123;0,211;0,133;0,19;5,6;5,5;4,5;14,7;0,019
Terrell Brandon;PG;2002;32;32;20;12;0,625;30,1;4,8;11,4;0,425;0,1;0,7;0,174;2,6;2,6;0,988;0,5;2,4;2,9;8,3;1,3;1,6;0,2;0,4;1,5;0;12,4;4,3;8;0;100,4;0,075;0,115;0,356;0,052;10,8;9,3;8,1;23,3;0,108
Terry Porter;PG;2002;39;72;52;20;0,722;17,9;1,9;4,5;0,424;0,8;2;0,415;0,9;1,2;0,819;0,2;2,1;2,3;2,8;1,2;0,6;0,2;0,2;1,2;0;5,5;5,1;0;0;92,6;0,11;0,174;0,221;0,079;5,5;5;4,3;13;0,109
Tierre Brown;SG;2002;23;40;6;34;0,15;10;1,2;2,9;0,426;0,1;0,3;0,333;0,5;0,7;0,75;0,3;0,8;1,1;1,8;1;0,5;0,1;0,3;0,7;0;3,1;-3,5;0;0;102,7;0,081;0,125;0,297;0,067;3,5;2,3;4,2;9,5;0,029
Tim Duncan;SG;2002;26;82;58;24;0,707;40,6;9,3;18,3;0,508;0;0,1;0,1;6,8;8,5;0,799;3,3;9,4;12,7;3,7;3,2;0,7;2,5;1,4;2,6;0;25,5;6,8;67;0;96,7;0,227;0,356;0,123;0,442;11,9;11,4;10;30,7;0,188
Tim Hardaway;PF;2002;35;68;41;27;0,603;23,5;3,3;9,1;0,365;1,8;5,2;0,347;1,1;1,4;0,794;0,2;1,6;1,8;4,1;1,6;0,8;0,1;0,1;1,6;0;9,6;-0,3;0;0;105,7;0,069;0,112;0,241;0,077;7,6;7,1;6,4;20,7;0,044
Tim James;SF;2002;25;9;6;3;0,667;4,5;0,6;1,4;0,385;0;0;0;0,2;0,7;0,333;0,6;0,2;0,8;0,1;0,3;0;0,1;0,2;0,6;0;1,3;-1,8;0;0;108,8;0,061;0,1;0;0,5;1,6;0,9;2,3;4,2;0,004
Tim Thomas;SF;2002;25;74;38;36;0,514;26,9;4,3;10,2;0,42;1,3;3,9;0,326;1,9;2,4;0,793;0,9;3,2;4,1;1,4;1,7;0,9;0,4;0,5;2,7;0;11,7;0,8;0;0;102,9;0,116;0,189;0,206;0,17;8,7;8,2;5,9;20,1;0,072
Todd MacCulloch;C;2002;26;62;42;20;0,677;24,2;4;7,5;0,531;0;0;0;1,8;2,6;0,671;2,5;3,6;6,1;1,3;1,1;0,4;1,4;1,1;2,9;0;9,7;3;8;0;97,9;0,141;0,22;0,084;0,452;7,6;7,1;5,9;18,8;0,106
Tom Gugliotta;PF;2002;32;44;22;22;0,5;25,8;2,9;6,8;0,422;0,1;0,2;0,333;0,6;0,8;0,757;1,3;3,7;5;1,8;1,4;0,9;0,7;0,3;2,6;0;6,5;-1;3;0;99,8;0,142;0,228;0,192;0,25;8,6;7,5;7,1;20,3;0,095
Toni Kukoc;PF;2002;33;59;26;33;0,441;25,3;3,6;8,5;0,419;0,9;2,9;0,31;1,8;2,6;0,712;0,7;3;3,7;3,5;1,9;0,8;0,3;0,4;1,5;0;9,9;-0,3;2;0;104,1;0,121;0,193;0,202;0,143;9,1;7;9,1;21,1;0,058
Tony Battie;C;2002;26;74;42;32;0,568;24,6;2,9;5,3;0,541;0;0;0;1,2;1,8;0,677;2,5;4;6,5;0,5;0,7;0,8;0,9;0,4;3;0;6,9;1,6;3;0;96,3;0,16;0,244;0,16;0,465;7,3;6,8;6,5;14,1;0,117
Tony Delk;SG;2002;28;63;32;31;0,508;23;3,6;9,3;0,384;1,1;3,4;0,313;1,2;1,5;0,804;0,9;2,3;3,2;2,1;0,9;0,8;0,2;0,3;1,6;0;9,5;1,8;1;0;99,6;0,101;0,161;0,182;0,081;6;6,9;5,7;17;0,088
Tony Massenburg;PF;2002;34;73;18;55;0,247;17,1;2,2;4,8;0,456;0;0;1;1,2;1,6;0,718;1,4;3,1;4,4;0,4;0,9;0,4;0,4;0,5;2,4;0;5,5;-4,3;3;0;107,1;0,191;0,307;0,158;0,226;7,1;5,3;4,7;14,7;0,023
Tony Parker;PG;2002;20;77;55;22;0,714;29,5;3,5;8,3;0,419;0,8;2,5;0,323;1,4;2,1;0,675;0,4;2,1;2,6;4,3;2;1,2;0,1;0,5;2,2;0;9,2;2,2;2;0;99,2;0,071;0,113;0,247;0,024;8,9;8,7;7,8;23,6;0,114
Tracy McGrady;PG;2002;23;76;43;33;0,566;38,3;9,4;20,9;0,451;1,4;3,7;0,364;5,5;7,3;0,748;2;5,9;7,8;5,3;2,5;1,6;1;1;1,8;0;25,6;3,9;24;1;102,9;0,153;0,245;0,244;0,25;10,8;12,1;11,5;33,9;0,102
Tracy Murray;SF;2002;30;40;18;22;0,45;11,8;2,1;5,2;0,411;1;2,6;0,385;0,4;0,5;0,81;0,5;0,9;1,3;0,5;0,6;0,3;0,2;0,3;1;0;5,7;-1,3;0;0;105,7;0,081;0,132;0,138;0,145;4,4;3,5;3,9;9,7;0,021
Trajan Langdon;SG;2002;26;44;12;32;0,273;10,8;1,6;4;0,398;0,6;1,7;0,365;1;1;0,913;0,3;1;1,3;1,4;0,9;0,3;0,1;0,2;1,1;0;4,8;0,1;0;0;95,6;0,089;0,132;0,165;0,091;3,8;2,8;2,9;7,5;0,057
Travis Best;PG;2002;29;74;30;44;0,405;23,7;3,1;7;0,44;0,3;0,8;0,356;1,4;1,6;0,897;0,3;1,8;2;4,4;1,3;1,2;0,1;0,3;2,3;0;7,9;-1,8;0;0;104,6;0,078;0,123;0,356;0,041;7,4;6,4;5,6;17,7;0,051
Travis Knight;C;2002;27;49;19;30;0,388;8,8;0,8;2,3;0,363;0;0;0;0,3;0,4;0,762;1;1,1;2,1;0,2;0,6;0,2;0,2;0,1;1,9;0;2;-1,9;0;0;98,8;0,13;0,213;0,169;0,345;3,1;2,5;2,7;6,2;0,035
Tremaine Fowlkes;SF;2002;26;22;11;11;0,5;15,5;1,1;2,9;0,391;0;0;0;1,1;1,4;0,774;1,5;1,5;2,9;0,8;0,6;0,5;0;0,4;1,8;0;3,4;-2,4;0;0;107,6;0,104;0,153;0,229;0,028;6,5;3,7;5,1;16,4;0,018
Trenton Hassell;SG;2002;23;78;21;57;0,269;28,7;3,4;8,1;0,425;0,8;2,1;0,364;1,1;1,5;0,763;0,8;2,4;3,3;2,2;1,3;0,7;0,6;0,3;2,4;0;8,7;-5,9;0;0;107,9;0,09;0,144;0,171;0,209;10,1;7,6;7,2;22,7;0,031
Troy Hudson;PG;2002;26;81;43;38;0,531;22,9;4,4;10,1;0,434;0,8;2,3;0,353;2,2;2,5;0,876;0,4;1,4;1,8;3,1;2;0,7;0,1;0,4;1,5;0;11,7;-0,4;0;0;103,7;0,061;0,102;0,193;0,035;7,7;7,3;6,7;19,1;0,057
Troy Murphy;PF;2002;22;82;21;61;0,256;17,7;2,2;5,2;0,421;0;0,1;0,333;1,5;1,9;0,776;1,2;2,7;3,9;0,9;1;0,4;0,3;0,3;2,6;0;5,9;-2,4;3;0;106,1;0,158;0,267;0,141;0,136;6,9;4,9;4,7;16,4;0,029
Tyrone Hill;PF;2002;34;26;11;15;0,423;31,1;2,7;7;0,39;0;0;0;2,6;4;0,65;3;7,5;10,5;0,9;1,8;0,7;0,5;1,2;3,9;0;8;-1,6;9;0;107,9;0,254;0,373;0,165;0,178;11,5;7,3;11;26,8;0,034
Tyrone Nesby;SF;2002;26;70;30;40;0,429;21,4;2,6;6;0,435;0,2;0,7;0,277;0,9;1,3;0,688;1,5;3;4,5;1,3;0,7;0,9;0,3;0,3;2,3;0;6,3;-0,3;4;0;100,3;0,15;0,231;0,252;0,164;6,6;5,7;4,9;15,7;0,076
Tyronn Lue;PG;2002;25;71;33;38;0,465;20,6;3,1;7,3;0,427;0,9;2;0,447;0,7;0,9;0,762;0,2;1,5;1,7;3,5;1,4;0,7;0;0,5;1,7;0;7,8;-0,3;0;0;100;0,072;0,116;0,237;0;6,3;5,8;4,6;14,5;0,074
Tyson Chandler;C;2002;19;71;19;52;0,268;19,6;2,1;4,3;0,497;0;0;0;1,9;3,1;0,604;1,6;3,2;4,8;0,8;1,4;0,4;1,3;0,3;2,5;0;6,1;-3;7;0;104,4;0,165;0,258;0,126;0,534;7,4;5,2;4,9;13,8;0,045
Victor Alexander;C;2002;32;14;7;7;0,5;6,8;1,3;3,6;0,353;0;0,1;0;0,3;0,6;0,5;0,5;1,6;2,1;0,4;0,4;0;0,1;0;0,4;0;2,9;0,5;0;0;96,9;0,216;0,319;0;0,1;2,2;1,9;1,2;5,4;0,033
Vin Baker;C;2002;30;55;26;29;0,473;31,1;5,7;11,8;0,485;0;0,1;0,125;2,6;4,1;0,633;3,1;3,3;6,4;1,3;2,3;0,4;0,7;1,1;3,6;0;14,1;-0,5;2;0;105,9;0,112;0,188;0,079;0,25;10,3;9,5;9,2;27,2;0,053
Vince Carter;SG;2002;25;60;30;30;0,5;39,8;9,3;21,8;0,428;2;5,2;0,387;4,1;5,1;0,798;2,3;2,9;5,2;4;2,6;1,6;0,8;0,6;3,2;0;24,7;1,1;5;0;101,1;0,074;0,122;0,225;0,152;12,3;11,3;13,9;30,2;0,13
Vitaly Potapenko;C;2002;27;79;47;32;0,595;17;1,7;3,8;0,455;0;0;0;1,1;1,5;0,742;2,1;2,3;4,4;0,4;0,8;0,5;0,2;0,4;2,2;0;4,6;-0,6;5;0;99,1;0,132;0,213;0,152;0,207;5,4;4,9;4,4;11,7;0,067
Vlade Divac;C;2002;34;80;59;21;0,738;30,2;4,2;9;0,472;0;0,2;0,231;2,6;4,3;0,615;2,6;5,8;8,4;3,7;2;1;1,2;0,8;2,9;0;11,1;5,8;24;1;97,2;0,181;0,273;0,18;0,439;8,8;8,5;8,7;25,8;0,136
Vladimir Radmanovic;C;2002;21;61;31;30;0,508;20,2;2,4;5,8;0,412;1,1;2,6;0,42;0,8;1,2;0,681;0,7;3;3,8;1,3;1,2;0,9;0,4;0,5;2;0;6,7;1,1;0;0;100,8;0,154;0,252;0,231;0,195;6,5;5,7;5,3;16;0,069
Vladimir Stepania;C;2002;26;67;31;36;0,463;13,2;1,7;3,7;0,47;0;0;0,5;0,7;1,6;0,481;1,5;2,5;4;0,2;0,8;0,4;0,7;0,3;1,5;0,1;4,3;-1,3;2;0;96,1;0,205;0,313;0,188;0,463;4,8;3;2,7;9,3;0,066
Vonteego Cummings;PG;2002;26;58;31;27;0,534;8,5;1,3;3,2;0,417;0,2;0,8;0,261;0,4;0,6;0,75;0,2;0,7;0,9;1;0,6;0,3;0,1;0,2;0,9;0;3,3;-1,9;0;0;102,3;0,081;0,123;0,212;0,109;3,5;1,8;3,1;6,3;0,026
Voshon Lenard;SG;2002;29;71;21;50;0,296;23,3;4,4;10,8;0,41;1,3;3,4;0,371;1,3;1,7;0,783;0,5;2;2,6;1,8;1,3;0,8;0,4;0,9;1,5;0;11,5;-2,5;0;0;106,2;0,092;0,152;0,223;0,126;8,2;6,9;7,5;20,1;0,038
Wally Szczerbiak;SF;2002;25;82;50;32;0,61;38,1;7,4;14,6;0,507;1,1;2,3;0,455;2,8;3,3;0,831;1,5;3,3;4,8;3,1;2,2;0,8;0,3;0,8;2,3;0;18,7;3,4;5;0;103,6;0,086;0,133;0,165;0,061;12;10,8;9,4;30,2;0,093
Walt Williams;SF;2002;32;48;16;32;0,333;23,3;3,5;8,3;0,419;1,6;3,8;0,426;0,8;1,1;0,784;0,8;2,6;3,4;1,4;1,1;0,4;0,2;0,6;2,2;0;9,4;-1,4;0;0;106,4;0,114;0,184;0,134;0,078;8,2;6,7;6,4;20,9;0,037
Walter McCarty;PF;2002;28;56;33;23;0,589;12,8;1,4;3,2;0,444;0,7;1,8;0,394;0,2;0,3;0,684;0,6;1,7;2,3;0,7;0,4;0,3;0,1;0,1;1,5;0;3,8;-0,7;1;0;100,3;0,132;0,212;0,129;0,117;4,5;3,9;3;8,5;0,047
Wang Zhi-zhi;C;2002;24;55;38;17;0,691;10,8;2;4,5;0,44;0,9;2,1;0,414;0,8;1;0,737;0,3;1,7;2;0,4;0,5;0,2;0,3;0,2;1,5;0;5,6;1,3;0;0;101,2;0,155;0,244;0,112;0,277;3,3;3;3,3;9,2;0,036
Wesley Person;SG;2002;31;78;29;49;0,372;35,8;6;12,1;0,495;1,8;4,1;0,444;1,3;1,6;0,798;0,6;3,1;3,8;2,2;0,9;1;0,5;0,4;1,2;0;15,1;-0,5;2;0;106,8;0,089;0,138;0,193;0,113;11,8;10;9,8;30;0,052
Will Solomon;SG;2002;23;62;15;47;0,242;14,2;1,8;5,3;0,341;0,7;2,6;0,284;0,8;1,2;0,671;0,2;0,9;1,1;1,5;1;0,6;0,1;0,4;1,2;0;5,2;-1,7;0;0;100,5;0,063;0,108;0,252;0,06;5,5;4,5;4,3;13,5;0,05
William Avery;PG;2002;22;28;17;11;0,607;9,3;0,9;3,2;0,289;0,2;1,3;0,171;0,5;0,7;0,684;0,1;0,7;0,9;1,3;0,7;0,3;0;0,3;0,6;0;2,5;-0,7;0;0;98,1;0,073;0,118;0,226;0;3,3;3;2,1;7,7;0,041
Zach Randolph;PF;2002;20;41;22;19;0,537;5,8;1,2;2,6;0,449;0;0;0;0,4;0,7;0,667;0,7;0,9;1,7;0,3;0,4;0,2;0,1;0,3;0,7;0;2,8;-0,5;0;0;100,8;0,17;0,266;0,206;0,211;2,5;1,3;1,8;4,6;0,021
Zeljko Rebraca;PF;2002;30;74;46;28;0,622;15,9;2,6;5,1;0,505;0;0;0;1,8;2,4;0,771;1,1;2,8;3,9;0,5;1,1;0,4;1;0,4;2,6;0;6,9;0,8;1;0;99,7;0,174;0,285;0,155;0,44;5,7;4,8;3,4;12;0,059
Zendon Hamilton;PF;2002;27;54;17;37;0,315;15,7;1,9;4,5;0,42;0;0;0;2,2;3,4;0,652;2;2,6;4,7;0,3;1,1;0,4;0,3;0,9;1,9;0;6;-4,1;5;0;110,2;0,188;0,31;0,165;0,22;7,2;5,1;5;15;0,006
Zydrunas Ilgauskas;C;2002;27;62;23;39;0,371;21,5;3,9;9,1;0,425;0;0,1;0;3,4;4,5;0,754;2,2;3,2;5,4;1,1;1,5;0,3;1,4;0,7;3;0;11,1;-1,6;6;0;108,8;0,16;0,244;0,094;0,532;7,6;5,6;5,3;17,3;0,017
A.C. Green;PF;1997;33;83;23;60;0,277;30,1;2,8;5,8;0,483;0;0,2;0,05;1,5;2,4;0,65;2,7;5,2;7,9;0,8;0,9;0,8;0,2;0,5;1,7;0;7,2;-4,2;16;0;104,8;0,184;0,299;0,181;0,084;11,1;8,5;9;25,2;0,08
Aaron McKie;SG;1997;24;83;48;35;0,578;19,6;1,8;4,4;0,411;0,5;1,2;0,398;1,1;1,3;0,836;0,5;2,2;2,7;1,9;1,1;0,9;0,3;0,4;1,6;0;5,2;1,6;1;0;97,8;0,113;0,177;0,301;0,124;6,9;5,1;4;12,8;0,1
Aaron Williams;SG;1997;25;33;4;29;0,121;17;2,6;4,5;0,574;0;0;0;1;1,5;0,673;1,9;2,5;4,3;0,5;1;0,5;0,9;0,2;2,2;0;6,2;-3,2;0;0;102,6;0,144;0,243;0,198;0,408;7,3;5,7;4,8;15,8;0,058
Acie Earl;C;1997;27;47;14;33;0,298;10,6;1,4;3,8;0,374;0;0,1;0;1,1;1,8;0,643;0,7;1,3;2;0,4;0,7;0,3;0,6;0,2;1,3;0;4;-1,3;0;0;100;0,122;0,205;0,165;0,491;3,9;2,9;3,9;9,7;0,046
Adam Keefe;C;1997;27;62;48;14;0,774;14,8;1,3;2,6;0,513;0;0;0;1,1;1,7;0,689;1,2;2,3;3,5;0,5;0,7;0,5;0,2;0,2;1,6;0;3,8;2;1;0;99,4;0,158;0,244;0,185;0,169;5,8;3,8;3,1;10,9;0,065
Adrian Caldwell;PF;1997;30;45;12;33;0,267;12,7;0,9;2;0,435;0;0;0;0,5;1,1;0,42;1,3;2,4;3,7;0,3;0,6;0,4;0,2;0,2;1,9;0;2,2;-1,8;0;0;108,3;0,18;0,329;0,154;0,143;5,2;4,4;4,4;12;0,021
Alan Henderson;PF;1997;24;30;20;10;0,667;16,6;2,6;5,4;0,475;0;0;0;1,5;2,5;0,6;1,6;2,3;3,9;0,8;1;0,7;0,2;0,5;2,4;0;6,6;-2,7;2;0;112,4;0,16;0,279;0,228;0,154;7;5,8;5,2;15,5;0,006
Aleksandar Djordjevic;PF;1997;29;8;4;4;0,5;7,8;1;2;0,5;0,6;0,9;0,714;0,5;0,6;0,8;0,1;0,5;0,6;0,6;0,6;0;0;0;0,4;0;3,1;1;0;0;90,8;0,063;0,103;0;0;2,9;1,3;0,8;5,5;0,054
Allan Houston;SG;1997;26;81;56;25;0,691;33,1;5,4;12,7;0,423;1,8;4,7;0,385;2,2;2,7;0,803;0,5;2,4;3;2,2;2,1;0,5;0,2;0,4;2,9;0;14,8;1,3;0;0;99,4;0,075;0,116;0,101;0,067;12,4;8,4;6;23,2;0,145
